album_name,artist_name,track_name,track_preview,track_uri,genre,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,album_image,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Spectral Contrast Freq Band1,Spectral Contrast Freq Band2,Spectral Contrast Freq Band3,Spectral Contrast Freq Band4,Spectral Contrast Freq Band5,Spectral Contrast Freq Band6,Spectral Contrast Freq Band7,mp3 File
LONG.LIVE.A$AP (Deluxe Version),A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",https://p.scdn.co/mp3-preview/3fa2154894ae4970c95beb9436b86d7999812d3e?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4X5f3vT8MRuXF68pfjNte5,Rap,0.0239,0.853,0.693,1,-6.87,1,0.275,0,0.11,0.662,95.967,233787,4,https://i.scdn.co/image/ab67616d00001e02f3d5966c161176c6d72fc3b3,-72.97484,87.3305,2.913843,6.6214333,3.7252777,12.922948,-2.225704,12.0155525,-1.8779969,7.7267604,2.174019,4.821226,0.41668627,8.232307,0.52723575,10.165038,-1.2311987,7.583129,0.51133126,3.9943924,19.95609872356181,15.54142210092731,17.94687566941666,17.711886816586603,18.43518041641956,18.3121750172737,32.929647032180384,actual_music\_FkinProblemsfeatDrake2ChainzKendrickLamar_AAPRocky.mp3
Hot N*gga,Bobby Shmurda,Hot N*gga,https://p.scdn.co/mp3-preview/db514620c64b34d46d7c00e25a8927689a99571e?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:19gEmPjfqSZT0ulDRfjl0m,Rap,0.0505,0.794,0.51,9,-7.314,1,0.42,1.81e-06,0.0562,0.18,167.879,194561,4,https://i.scdn.co/image/ab67616d00001e02d52e14e0595216ca453572ab,-85.2864,77.73535,-12.448467,20.673721,-2.1153243,16.796906,0.11769827,13.563351,13.189323,1.1132369,3.4091835,17.881872,5.0850863,5.523687,4.850659,7.19067,-2.0406709,8.631112,-3.3711293,2.8390222,20.529783772443313,16.11475782412507,17.680800120384408,18.37101842757379,19.969580940803606,19.749069125437337,36.06930662865414,actual_music\_HotNgga_BobbyShmurda.mp3
Blacc Hollywood (Deluxe),Wiz Khalifa,We Dem Boyz,https://p.scdn.co/mp3-preview/5099a52a4ee074b68cae7f37d0f2d1ecd9a7ce0e?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1ULa3GfdMKs0MfRpm6xVlu,Rap,0.00689,0.717,0.862,8,-4.736,1,0.054,0,0.321,0.52,130.021,224933,4,https://i.scdn.co/image/ab67616d00001e0227ed4f26fa2bfbd714dba7dd,-7.3082266,67.417206,8.733293,18.201399,-0.31062633,10.136889,-8.790644,8.453259,-0.5272828,5.770645,-0.43522903,5.042654,4.0396633,2.5847518,2.5415485,4.6185603,-3.5066886,1.5375718,-3.0187593,0.7166716,18.611775335240374,13.302104737400908,16.873384945513127,17.225421763637076,18.1577287610794,18.312449167871232,34.434122506836324,actual_music\_WeDemBoyz_WizKhalifa.mp3
2014 Forest Hills Drive,J. Cole,Wet Dreamz,https://p.scdn.co/mp3-preview/7bb746f02d20bd32e290e418c4bf462556c2b53c?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:6Ius4TC0L3cN74HT7ENE6e,Rap,0.0751,0.517,0.705,6,-8.205,0,0.364,0,0.128,0.584,175.906,239320,4,https://i.scdn.co/image/ab67616d00001e026aca031ccc27d2e4dd829d14,-79.24409,94.80714,12.489871,21.21145,-3.0727115,10.422161,-2.9745352,10.195952,0.7876224,8.722545,-3.2756793,9.071437,-1.0276053,5.598982,2.6237202,0.6479861,-3.3431127,4.850631,-4.9922924,4.546203,22.228642997790544,14.413400855274594,18.604346570867737,18.933096234829957,18.53257793344794,19.663795929097233,38.23879787267703,actual_music\_WetDreamz_JCole.mp3
2014 Forest Hills Drive,J. Cole,No Role Modelz,https://p.scdn.co/mp3-preview/8eed0d6e53536dcbeea39954dfca8fc6b465ae5d?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:62vpWI1CHwFy7tMIcSStl8,Rap,0.301,0.692,0.521,10,-8.465,0,0.33,0,0.0565,0.463,100.45,292987,4,https://i.scdn.co/image/ab67616d00001e026aca031ccc27d2e4dd829d14,-81.22522,100.519135,-9.369597,4.7463727,5.8359823,22.594385,5.3677516,8.966139,-6.428303,9.476298,-0.5314199,8.121885,4.586392,3.3873363,2.7836952,9.411401,-5.520512,5.564628,-4.8199277,-1.3337243,19.225747868526888,16.271376142651853,20.61339425261403,18.98976009377858,19.03063787332297,19.814729760592687,36.5750088144488,actual_music\_NoRoleModelz_JCole.mp3
X (Expanded Edition),Chris Brown,Loyal (feat. Lil Wayne & Tyga),https://p.scdn.co/mp3-preview/a848745cbe7325cf5a2b4683cf4bb756bc65e127?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5BrTUo0xP1wKXLJWUaGFtk,Rap,0.0168,0.841,0.522,10,-5.963,0,0.049,1.37e-06,0.188,0.616,99.059,264947,4,https://i.scdn.co/image/ab67616d00001e02d7a62d8635f92472d57d5f8d,-59.715916,95.76155,-3.7167194,21.302832,7.4535966,-3.1557086,5.342981,5.970589,-4.2541876,9.945832,-3.3066292,12.156368,0.44116896,2.5273864,3.1352744,6.4578643,-4.770897,7.53812,-2.1774206,0.38079247,21.747547719331045,16.14558747884544,18.38495078207806,17.779026871139063,18.141414224516048,21.910261262037004,36.14203578056898,actual_music\_LoyalfeatLilWayneTyga_ChrisBrown.mp3
Married to the Money II #Mttm2,Speaker Knockerz,Lonely,https://p.scdn.co/mp3-preview/8a1a8eee71479e13a1258c34f5a2b62c37d0550e?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:0dbZ2iUuKvsm3FupBw6M9N,Rap,0.126,0.802,0.582,1,-7.296,0,0.235,0,0.161,0.338,150.002,186613,4,https://i.scdn.co/image/ab67616d00001e02ed024fd3f49b57f81493cea7,-54.320892,69.43703,-3.412835,15.408599,-4.486263,16.739079,1.0024849,15.508056,-13.258107,6.701136,-0.26482,7.1414957,-4.160745,-6.0583105,3.3544042,-1.178783,-5.2572923,4.41567,-1.3784282,8.033175,20.013394205352412,16.424854939681722,19.474873709339512,19.21132610084118,20.40414102650185,20.890161581334986,38.41388266172523,actual_music\_Lonely_SpeakerKnockerz.mp3
Follow Me Home,Jay Rock,Hood Gone Love It (feat. Kendrick Lamar),https://p.scdn.co/mp3-preview/9a6e3788dd78c14f5896856724e1af0207838dd1?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:6i6cWTCYBOKEdJnWjzm2yk,Rap,0.0879,0.61,0.856,11,-3.974,1,0.325,0,0.289,0.67,91.77,245467,4,https://i.scdn.co/image/ab67616d00001e0243b788780e13ee12867dd9ca,4.2786236,61.33116,-4.1043825,17.441948,2.008964,12.057969,1.0292816,11.81839,-3.0590196,7.141657,0.6702718,8.291803,0.4012738,6.123117,3.6441367,6.1740613,-0.3996967,4.869606,-4.261878,3.9037445,20.167697336743004,14.524937610005514,17.71516662221904,17.176504082153475,16.610134706886495,18.369114461080073,36.226369349404536,actual_music\_HoodGoneLoveItfeatKendrickLamar_JayRock.mp3
CoCo,O.T. Genasis,CoCo,https://p.scdn.co/mp3-preview/6bcdefddd02d470101ae1971cf2b6232ffe34420?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:2JI71GHwq2LN8mtq3iCLYo,Rap,0.00215,0.886,0.628,8,-5.949,1,0.131,1.15e-05,0.31,0.178,119.906,239574,4,https://i.scdn.co/image/ab67616d00001e024b4064b5e7330b1e407ac343,-112.2254,94.11677,-10.835805,14.49595,9.3009405,8.718799,1.6930736,11.963394,0.80337703,11.34813,2.091403,5.530697,4.60444,5.951184,1.3747313,7.3703294,3.0980315,4.2877693,-0.32727996,-1.4419851,21.828723330272588,14.83788879326728,18.32373479564126,17.761600149405638,18.452736112880537,20.78972347124379,37.48282362883855,actual_music\_CoCo_OTGenasis.mp3
No Sleep,DJ ESCO,How It Was (feat. Future),https://p.scdn.co/mp3-preview/c2f94116dd35899a2f37219429ca22ee56dcfb27?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:44lUcHz7LXhvdlwLy8WsBg,Rap,0.0668,0.673,0.642,1,-9.367,1,0.042,0,0.161,0.202,135.129,265000,4,https://i.scdn.co/image/ab67616d00001e02bb968dd661c5d00566f39548,-74.65388,94.54691,-14.488419,15.152595,1.8129027,14.650097,-4.3668485,11.294735,0.4385976,10.404197,2.848944,12.0643635,5.5812907,9.38699,8.280239,13.304834,3.8622775,9.233268,4.984609,8.24773,22.229420184572,14.391391254690534,18.852348342926597,17.465562564918777,18.317478263174802,17.184925411707408,34.2969132204994,actual_music\_HowItWasfeatFuture_DJESCO.mp3
Tuesday (feat. Drake),ILOVEMAKONNEN,Tuesday (feat. Drake),https://p.scdn.co/mp3-preview/0a1aa2a9efc2b6b20c00f35466a917b4abf4ab73?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:2znzyzlAUc8Z1Ikq9aFOcx,Rap,0.215,0.77,0.664,0,-5.604,1,0.211,0.000118,0.105,0.472,140.163,321987,4,https://i.scdn.co/image/ab67616d00001e02907c4fdbf748b825ba097673,-49.10056,99.886,0.44440433,4.8839436,-9.846736,11.544284,4.3601685,-1.7129749,-9.424057,6.036877,-2.4839647,10.066866,-6.5960054,4.811003,-3.5333982,-0.9427887,-4.4671707,-3.240859,-8.348594,2.729112,20.121780534827185,15.26760091765514,19.159539052253628,18.002069295724265,18.108644750972857,20.332791402284894,37.43854208510711,actual_music\_TuesdayfeatDrake_ILOVEMAKONNEN.mp3
No Label II,Migos,Fight Night,https://p.scdn.co/mp3-preview/2a7b91b3e760629de9e564cf701ec658c633b453?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:2n5gVJ9fzeX2SSWlLQuyS9,Rap,0.182,0.874,0.706,1,-5.132,1,0.207,0,0.334,0.895,89.968,216248,4,https://i.scdn.co/image/ab67616d00001e02c0f275798fc87a26c3d3c5e4,-14.960219,58.660324,8.079272,4.951209,-9.918461,10.592365,-19.62331,7.342385,1.8985065,2.480003,-4.734547,9.73392,-5.112818,-2.2824266,-0.5043669,2.2031205,2.0758424,6.5798225,-7.3745146,4.45215,18.058483664398373,16.366867699619622,19.293524554063136,19.31495980807108,19.002077049461715,20.260804407693048,34.47615904230602,actual_music\_FightNight_Migos.mp3
Hall of Fame,Polo G,No Return (with The Kid LAROI & Lil Durk),https://p.scdn.co/mp3-preview/dc87f9628ca12bdbf4d23229952570a0e1868c49?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:23OYT3SFtoJqhiAUqktbc1,Rap,0.135,0.479,0.645,5,-7.336,0,0.302,0,0.0825,0.381,155.057,168729,4,https://i.scdn.co/image/ab67616d00001e02a493e05c99d8ec5e8020ff2b,-60.793453,105.11306,-1.842325,14.619707,8.31284,6.594573,5.5676007,3.6651888,-10.295266,8.592058,-6.2553473,4.685978,1.6785226,3.1120057,1.6727208,3.6692038,0.08839327,4.852849,-3.8396547,3.1166444,21.04615556508284,16.336486646075198,21.230581431795397,19.879220540900896,20.48654124878561,23.88863266687311,36.485763248229944,actual_music\_NoReturnwithTheKidLAROILilDurk_PoloG.mp3
LUMBERJACK,"Tyler, The Creator",LUMBERJACK,https://p.scdn.co/mp3-preview/71a5dd66344aa40cdd47082361edd16ee497aba2?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:64v1g2HcPumBz2Wd1rT56b,Rap,0.122,0.386,0.762,9,-6.341,1,0.564,0,0.527,0.433,170.691,138312,4,https://i.scdn.co/image/ab67616d00001e02e1bcb03317aabee4e0ca1193,-4.692941,74.07496,17.627026,28.687717,3.4500525,9.073215,3.3478973,12.814223,0.07672823,3.9224012,0.9253589,6.323867,1.7920548,6.5409045,-2.8541317,9.543157,-2.1957169,3.478547,-3.5431974,1.8913522,20.314907296693974,14.016969283505594,17.287331623881894,17.222208169566446,16.377306899968325,16.929773684338954,33.54048979032003,actual_music\_LUMBERJACK_TylerTheCreator.mp3
GANG GANG (with Lil Wayne),Polo G,GANG GANG (with Lil Wayne),https://p.scdn.co/mp3-preview/c3b7c43da58af9cb14acbcc2b33938f8702a2db8?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4VW44pawoOHPUjlN7DX5vk,Rap,0.146,0.752,0.563,3,-8.066,0,0.209,0,0.103,0.551,145.05,178776,4,https://i.scdn.co/image/ab67616d00001e02f94ea24a89772c5da66509a8,-70.03309,87.730125,-2.9956715,23.102287,5.3238864,1.8731014,-8.67866,12.292325,-8.095059,7.320623,4.7846565,1.7576343,3.190707,4.7320647,2.583695,5.7262516,-2.874863,7.2591443,-2.6547093,2.3678663,23.840781203010103,16.77317329845463,19.70068658317847,19.22912258863153,19.527111922039992,20.429966532031948,35.513757607931,actual_music\_GANGGANGwithLilWayne_PoloG.mp3
KHALED KHALED,DJ Khaled,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),https://p.scdn.co/mp3-preview/c212740f98aa4474fde12b9babb22d7f814848dd?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1EJIcDYXwSqipW5dFe4uJz,Rap,0.000866,0.477,0.727,2,-4.053,1,0.286,0,0.108,0.227,150.062,236524,4,https://i.scdn.co/image/ab67616d00001e02dcd4d70294f17175991ba1bb,-35.462063,79.804184,16.04037,33.100464,7.0502687,28.046705,-1.9891187,14.796782,16.98964,5.518408,-0.946819,14.152408,3.0649893,9.794348,4.2905,12.76386,7.2505,7.875398,-2.686383,4.9844995,22.060002724825928,12.96027737849972,18.257643073050808,19.297045506278128,20.37674465741227,20.387486455758985,34.10392804481128,actual_music\_EVERYCHANCEIGETfeatLilBabyLilDurk_DJKhaled.mp3
Late At Night,Roddy Ricch,Late At Night,https://p.scdn.co/mp3-preview/312446f0b3f5a203032b8ca0bb106dde14308c32?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1fxYz1s15pyZLsJT0Hdh1m,Rap,0.343,0.643,0.403,1,-11.254,0,0.41,0,0.138,0.111,98.54,174682,4,https://i.scdn.co/image/ab67616d00001e02294d49871cc7625ed4603f59,-90.21182,107.91508,17.375904,16.333107,17.289957,10.948019,-4.266169,11.363536,3.744229,6.611327,-1.8254304,6.6712666,5.0125303,-0.2133863,4.0314565,13.576326,-4.1387367,12.1005335,0.9518788,6.6869287,20.695275633480847,15.03968362058823,19.633501976624473,18.68106691985249,19.976751874009867,19.660291368719157,36.9216646320555,actual_music\_LateAtNight_RoddyRicch.mp3
Slime Language 2,Young Stoner Life,Ski,https://p.scdn.co/mp3-preview/41eaab43b89976407aae4d53529783a3acdd809e?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:6755DFiZ7CWe2WMdTGW5C1,Rap,0.017,0.953,0.621,8,-7.638,0,0.221,0,0.0398,0.883,123.016,152333,4,https://i.scdn.co/image/ab67616d00001e0232e9cf7de86c1558a4d300c4,-84.83505,51.488415,22.627392,16.483332,8.238092,5.946206,-8.748481,7.7652707,-4.617534,3.8001237,-1.7400528,2.5300608,-4.6820436,4.755181,-1.8958608,3.7463083,-4.0498652,4.4524684,-1.787392,1.9252291,20.61600925576737,15.650059701829704,17.979558442972245,17.080867459139778,17.936643906108788,18.13039805647465,33.914710008618606,actual_music\_Ski_YoungStonerLife.mp3
El Dorado,24kGoldn,Company (feat. Future),https://p.scdn.co/mp3-preview/c18eb4941b07f5273aecf26a7971286976641cff?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:3JVTsvTldB6arHVlmxmTnM,Rap,0.447,0.831,0.727,8,-3.657,0,0.169,0,0.111,0.703,125.068,213080,4,https://i.scdn.co/image/ab67616d00001e0284c53fa832dfa265192419c5,-20.671675,79.443146,8.603255,7.031187,3.7382696,3.693447,-7.2796807,3.7868168,-9.171996,-3.3014944,-8.17719,1.0506573,-3.2315233,1.1950629,-1.4127573,4.5558953,-7.173235,3.4251184,-7.5025444,-1.5301653,20.721339346572304,15.922490774633843,19.019295827618073,18.041374923075885,18.179754319955972,18.720690541651702,33.42791672488845,actual_music\_CompanyfeatFuture_24kGoldn.mp3
Sweet Union,Cico P,Tampa,https://p.scdn.co/mp3-preview/f56fa3bc283019bfa2c32e6bef0c8038a0f0cbf1?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5jc4Qcs98R4ZDku8ictuE3,Rap,0.164,0.888,0.408,8,-10.162,0,0.487,0,0.0912,0.742,77.029,176160,4,https://i.scdn.co/image/ab67616d00001e0200f94bcfd283dbbda4a33f35,-127.9623,96.97556,28.97016,20.075104,6.804137,10.920652,1.5615922,16.059189,-4.0690365,8.741398,3.0486345,5.512213,2.5818496,2.3364737,4.5370164,4.9945226,-2.6744998,10.794351,-4.666941,8.116297,22.697342087168284,14.531232982556672,17.292703343633036,17.347761697967638,16.94915911256709,19.80294398239482,35.49204350749196,actual_music\_Tampa_CicoP.mp3
Final Warning,NLE Choppa,Final Warning,https://p.scdn.co/mp3-preview/4bc09499bc5accabc857534fe8b84554d87ea023?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:3LVcKphzONOdQ2EATazlZq,Rap,0.0781,0.847,0.912,11,-3.129,1,0.257,0,0.142,0.88,81.486,156895,4,https://i.scdn.co/image/ab67616d00001e02dc3a4df459bb60ba79ea6939,-10.04596,82.12758,7.108835,28.72941,9.933986,5.028753,-6.02189,13.614708,-8.766141,9.523786,-3.8390977,3.0430753,1.5634872,4.7868114,-0.3387954,8.3384,-7.122379,3.9953673,0.8441882,3.530621,20.414211619735394,13.773179014181945,17.919702355991948,16.903173511869987,18.26470811077626,20.917085398380593,36.60931907181609,actual_music\_FinalWarning_NLEChoppa.mp3
What You Need,Don Toliver,What You Need,https://p.scdn.co/mp3-preview/8c862fa0c335093aabed96ddfdba1a680e3e6803?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:6LcX2hBbXaJcK4AuefE936,Rap,0.059,0.664,0.655,10,-7.327,0,0.0461,2.4e-05,0.17,0.13,129.987,217609,4,https://i.scdn.co/image/ab67616d00001e023f2c7bc651e1220df6562416,-55.409626,85.70798,10.008737,25.204483,8.090135,7.8098984,4.6226096,10.148254,-10.671851,16.05863,2.0787406,1.0716804,7.284606,13.019374,2.0285256,6.7110405,-0.4492495,0.41246834,-0.60738224,6.8488398,22.141428848677233,13.550518447649912,19.673447283995852,19.584847867723937,20.424249390514497,22.653000545414205,37.183598254889425,actual_music\_WhatYouNeed_DonToliver.mp3
Thot Shit,Megan Thee Stallion,Thot Shit,https://p.scdn.co/mp3-preview/1690b86091625b42a59a973c331dc16ac5426221?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5zNW5ARjYhJQJz1AChP33n,Rap,0.0133,0.95,0.693,9,-3.424,1,0.0898,0,0.173,0.891,130.02,184635,4,https://i.scdn.co/image/ab67616d00001e02ac1c01aec658e90fcd23f857,-67.27394,53.21871,10.2955065,17.376457,-0.39136913,7.5480556,-0.5847253,16.159515,-5.0368404,8.791116,-2.7279212,6.3469744,-1.9696357,7.546007,0.6011729,1.4297085,-0.6890323,3.1439598,-2.9157794,1.861973,20.685389819698152,14.907012198768234,17.565822555171284,17.83416388882453,17.701155564292456,18.39649574893189,37.14035573783251,actual_music\_ThotShit_MeganTheeStallion.mp3
Shiesty Season - Spring Deluxe,Pooh Shiesty,"Switch it Up (feat. G Herbo, No More Heroes)",https://p.scdn.co/mp3-preview/8c86030ee12908faf2504bfe2060e35db617305d?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:06BY7fb0Ztz7f7JPRWSBZ3,Rap,0.289,0.443,0.731,0,-4.997,1,0.255,0,0.207,0.956,147.818,168649,4,https://i.scdn.co/image/ab67616d00001e02bd58298aa0cf63798c49b5e0,-37.70402,50.00563,17.085314,3.4448903,-10.613755,13.235114,-7.779744,-3.5516286,-17.24445,-3.2529156,-10.137039,4.9084735,-7.4408536,0.091662146,-3.6819217,0.23245041,-11.628758,4.1080666,-6.884147,1.1536105,21.49630230427156,16.205799786091134,19.577048125778692,19.010242291006655,18.24917028799941,18.70008010153684,36.27033911810214,actual_music\_SwitchitUpfeatGHerboNoMoreHeroes_PoohShiesty.mp3
Tell Em,Cochise,Tell Em,https://p.scdn.co/mp3-preview/d2b8240f178b6737a51598c3e0e6764ed952a4f0?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:7nc7mlSdWYeFom84zZ8Wr8,Rap,0.103,0.672,0.717,5,-7.476,1,0.226,0,0.398,0.473,157.905,180380,4,https://i.scdn.co/image/ab67616d00001e02e60b56aa1e58fe76240a101b,-48.02955,105.38504,-1.416148,27.44414,2.5384026,2.035355,7.291615,7.130288,-5.682212,8.58942,-2.3447576,7.9600368,-1.7304513,9.975079,0.51264215,9.23021,3.1820605,3.5757754,1.4932412,8.546972,22.405964637943892,14.005426871380857,18.709262410041553,17.917261132821107,17.692289610622733,20.90166873583255,36.22960436243709,actual_music\_TellEm_Cochise.mp3
Still Sleep?,Sleepy Hallow,2055,https://p.scdn.co/mp3-preview/698419a7c7bf4d10dfb0d2583af18c8197587558?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4XvcHTUfIlWfyJTRG0aqlo,Rap,0.492,0.829,0.512,6,-5.865,0,0.187,0,0.12,0.638,80.511,123987,4,https://i.scdn.co/image/ab67616d00001e0278376f650afd63698b82e4b1,-82.03685,100.49902,3.7034342,31.148325,11.548461,3.049884,-5.5484557,11.476843,-28.984798,6.1465764,-11.450583,-2.0134456,3.7311819,-7.1281776,-5.0737834,4.599497,-12.590743,-3.2757769,-9.293635,0.14108029,23.202942428904535,15.941367752189695,20.256848494028453,18.35984549661565,18.952882407322303,25.690456143266616,38.517674293763555,actual_music\_2055_SleepyHallow.mp3
FOR CERTAIN,BIA,WHOLE LOTTA MONEY,https://p.scdn.co/mp3-preview/12298a6f2dfee6285d874409e57d446de49d7111?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5yorXJWdBan1Vlh116ZtQ7,Rap,0.0904,0.897,0.371,1,-5.019,1,0.368,0,0.325,0.441,81.008,156005,4,https://i.scdn.co/image/ab67616d00001e02519992354b6dd38590baec10,-107.2318,77.05298,13.6673975,40.870605,7.4753366,13.467458,10.958973,14.200875,7.3706827,4.5500803,-1.3176845,4.684884,-5.9468417,4.5234327,-3.2056646,-0.5721941,-3.876749,2.5148096,-5.659644,-0.17001161,18.7888568705228,18.172869281421956,18.765956792223278,18.801746319312375,17.39367603886764,19.21251118877386,33.101356651679346,actual_music\_WHOLELOTTAMONEY_BIA.mp3
Die 4 Respect,DDG,Rule #1 (feat. Lil Yachty),https://p.scdn.co/mp3-preview/b8d5b89c7991ad003d0303ed2c0a7edd1aa436fe?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:2Lr9sAuH6FJooeT0fY1yXB,Rap,0.0258,0.938,0.355,1,-7.075,1,0.413,0,0.118,0.511,134.096,154718,4,https://i.scdn.co/image/ab67616d00001e029ea849484864329633574323,-110.03675,81.610954,30.661163,27.238503,10.042772,21.389797,1.8828949,16.97562,1.3777589,11.096878,5.6713405,-3.012246,0.87253565,9.058884,1.7538148,5.306348,1.0665526,8.498381,9.67532,3.6130087,21.982332171798774,16.726041413911748,20.95067686665675,20.529177242280525,20.46091097483489,20.54843538727134,33.27535053868838,actual_music\_Rule1featLilYachty_DDG.mp3
Spiral: From The Book of Saw Soundtrack,21 Savage,Emergency (feat. Gunna & Young Thug),https://p.scdn.co/mp3-preview/458631f6ffdb4e1f1ed778578b4463d5b0a077ed?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4ZkQ2t966y0fmTW6TWNwR2,Rap,0.073,0.754,0.817,2,-5.283,1,0.254,0,0.379,0.269,142.783,177280,4,https://i.scdn.co/image/ab67616d00001e02ee2b04ea9c5e0ecdd6b69356,-42.176342,81.609436,11.379444,28.948261,8.889144,7.777504,-6.4717827,10.534117,-4.1025815,5.768891,5.345544,8.4578085,-0.32185858,6.879738,0.7288087,9.885479,0.23167287,7.053366,0.85582983,6.592675,20.863503425982167,14.398738361063012,18.228010885108993,16.757469875342696,17.17340985373476,19.541509476644972,34.74473579702996,actual_music\_EmergencyfeatGunnaYoungThug_21Savage.mp3
durag activity (with Travis Scott),Baby Keem,durag activity (with Travis Scott),https://p.scdn.co/mp3-preview/a4ed1a4669a36a53ac11d85696b4d00c3cc653c5?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4JJcP0Rv9AgyPD6ZGaC8EE,Rap,0.00306,0.89,0.701,0,-5.712,0,0.342,3.06e-06,0.0895,0.505,80.462,225020,4,https://i.scdn.co/image/ab67616d00001e0277fd541561004220c4615b7a,-46.77625,88.73669,26.460926,23.933529,11.04424,13.466869,-3.4661884,18.619196,3.1434302,11.123391,-1.643491,8.6635,-0.327215,6.0253634,3.725799,3.34166,-2.5763237,4.7341747,-5.4463234,-1.0404028,18.602765373816098,13.606601078948586,16.83806612627221,17.252784447399648,18.336250320305293,18.421683776458313,36.981550034696525,actual_music\_duragactivitywithTravisScott_BabyKeem.mp3
24 Hours (feat. Lil Durk),A Boogie Wit da Hoodie,24 Hours (feat. Lil Durk),https://p.scdn.co/mp3-preview/3ae34e3529a672beedf2fc7d497223fe7cdc6f4f?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:0YH1xT3Z7wR6dZyaCwSziK,Rap,0.334,0.586,0.474,2,-9.21,0,0.18,0,0.118,0.146,91.105,205702,4,https://i.scdn.co/image/ab67616d00001e0291ac20430f94417cb285cc7e,-98.29605,99.140816,14.198142,47.484615,20.527037,1.5192338,9.035123,5.223336,-0.7072996,5.367737,0.1526842,5.9540734,-9.054259,11.238689,-6.7908583,4.5723286,-4.155054,7.663597,-3.1080003,0.29255226,22.29961693435099,16.01218242127874,20.704060414389996,18.67971429564992,19.03081778880441,22.949643060604206,36.09667113641566,actual_music\_24HoursfeatLilDurk_ABoogieWitdaHoodie.mp3
9 Bridge,Rowdy Rebel,9 Bridge,https://p.scdn.co/mp3-preview/ca67de8f83278f19b0bed1d7d08e69ef5fcc5da8?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:2sHekv6OdEiO4htSjdB9j4,Rap,0.124,0.642,0.589,5,-7.392,0,0.302,0,0.0868,0.72,95.543,147963,5,https://i.scdn.co/image/ab67616d00001e025e467f1e45b9da21ad42914b,-76.96483,86.64387,-5.640407,3.5756402,-5.929417,-3.8231091,-10.080023,-4.917541,-15.09963,0.7729953,-9.591699,-0.13227779,-10.075501,-4.738042,-8.998329,1.2361382,-4.319419,5.921838,-2.0076568,0.31907186,18.945906021528522,16.002165282462094,19.207843342038338,18.96236135047717,19.702015994711832,22.09380955706146,37.47249681202536,actual_music\_9Bridge_RowdyRebel.mp3
Feelin' Peachy,Kodak Black,Feelin' Peachy,https://p.scdn.co/mp3-preview/b9a68fde8ad5f1b4e82a1e228c7906fe0f74c03f?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:2cv6XK6H0imQqD16uvHMOS,Rap,0.3,0.6,0.56,7,-5.91,1,0.304,0,0.151,0.682,127.113,191625,4,https://i.scdn.co/image/ab67616d00001e020af4fcd69207cab168205de5,-64.785095,82.88525,5.984194,16.425434,-10.508455,5.2974715,-16.168386,8.788257,-6.8579917,-2.9813576,-8.191522,-2.9192026,-5.0357323,2.2608213,-0.95664257,1.4357127,3.7737927,6.385382,-3.2745585,0.69981736,20.792692152798683,15.34594564093773,19.904098197887414,19.981468851456412,18.94471022477896,19.878436580431647,35.377316360227496,actual_music\_FeelinPeachy_KodakBlack.mp3
