album_name,artist_name,track_name,track_preview,track_uri,genre,acousticness,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,album_image,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20,Spectral Contrast Freq Band1,Spectral Contrast Freq Band2,Spectral Contrast Freq Band3,Spectral Contrast Freq Band4,Spectral Contrast Freq Band5,Spectral Contrast Freq Band6,Spectral Contrast Freq Band7,mp3 File
Back In Black,AC/DC,You Shook Me All Night Long,https://p.scdn.co/mp3-preview/2a200f628c41fadd1734ea7663f380659b93d826?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:2SiXAy7TuUkycRVbbWDEpo,Rock,0.00287,0.532,0.767,7,-5.509,1,0.0574,0.000513,0.39,0.755,127.361,210173,4,https://i.scdn.co/image/ab67616d00001e020b51f8d91f3a21e8426361ae,4.2794585,73.883446,-21.14959,26.305885,10.157116,3.7865663,-5.0780773,7.315723,-3.4262645,9.795555,3.0647335,6.8268757,-8.56339,1.4782588,-4.1702323,2.1770685,-4.86867,1.3027569,-0.59635645,2.8179712,21.144522999860534,14.962533914967722,17.407454029921222,18.366184119146418,17.667752194917398,18.455840558983923,34.39064613635872,actual_music\_YouShookMeAllNightLong_ACDC.mp3
Remain in Light (Deluxe Version),Talking Heads,Once in a Lifetime - 2005 Remaster,https://p.scdn.co/mp3-preview/892275affb593ba3641ead6a4e87df2473c8e833?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:38Ngied9rBORlAbLYNCl4k,Rock,0.181,0.644,0.919,2,-6.289,1,0.0561,0.134,0.622,0.871,117.459,259907,4,https://i.scdn.co/image/ab67616d00001e02e56fa8c916dc6ce419dcf557,-38.248512,82.06045,-25.279736,19.163427,-5.990756,-1.275716,-6.4438553,8.552754,-8.984315,8.635875,3.3439045,6.0929236,-1.3054097,1.6265185,-11.389967,0.23903091,-8.794116,0.14858271,-2.6708298,5.3817716,20.18225291468141,14.41595360139106,18.470104844290834,17.98045702977159,17.180753531502923,17.80599180312925,36.750684490311265,actual_music\_OnceinaLifetime2005Remaster_TalkingHeads.mp3
Paranoid (Remaster),Black Sabbath,Iron Man - 2012 - Remaster,https://p.scdn.co/mp3-preview/a3397d50cf8a87aea4a6b857d269acd4ac261486?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:3IOQZRcEkplCXg6LofKqE9,Rock,0.00351,0.336,0.792,9,-10.875,1,0.084,0.00175,0.0437,0.427,155.587,355304,4,https://i.scdn.co/image/ab67616d00001e02d5fccf9ce08b6a1e7d12a222,-82.72571,75.373405,-23.249805,55.249866,-1.507958,8.674378,-3.9695392,7.687284,-4.3876605,14.540846,-5.191852,9.020921,-1.4473788,-6.9610567,0.18961474,-2.3143501,-6.9701967,7.4956794,-4.2935543,3.9782405,22.282089427606632,14.862393684463482,17.621493364529865,18.745315908979933,18.902038911929235,22.134846269897842,42.209016668806086,actual_music\_IronMan2012Remaster_BlackSabbath.mp3
Toulouse Street,The Doobie Brothers,Listen to the Music,https://p.scdn.co/mp3-preview/d67c39d43fa6704748a9958746699cf7a9b11e01?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:7Ar4G7Ci11gpt6sfH9Cgz5,Rock,0.221,0.645,0.598,1,-13.18,0,0.0335,3.53e-06,0.0721,0.913,105.929,227267,4,https://i.scdn.co/image/ab67616d00001e026f4433e965a9ee12556ecd12,-115.01081,92.33185,12.992768,14.353068,-1.2977697,14.03629,-4.9581046,1.9460994,-5.9229984,8.989558,0.9576585,2.8546374,-5.3291545,-0.8732797,-3.8264322,5.2074947,-7.691583,1.16383,-5.4601994,-1.7699178,22.02427905584387,14.07817682887156,18.477956316703445,19.114810937887796,19.869610012400734,18.462957528780855,36.28993577596102,actual_music\_ListentotheMusic_TheDoobieBrothers.mp3
America,America,A Horse with No Name,https://p.scdn.co/mp3-preview/39160b959b9c3ef5eb82314160eb168af167ac3b?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:54eZmuggBFJbV7k248bTTt,Rock,0.686,0.654,0.506,11,-17.18,0,0.0535,0.0155,0.155,0.831,123.179,252240,4,https://i.scdn.co/image/ab67616d00001e02afb855e6461310dff4046c56,-129.27194,126.60391,2.874089,23.03773,4.537123,-2.3865678,6.7322254,-0.64063185,-6.2585025,1.2684975,-6.654148,2.017635,-9.3634205,-4.873325,-4.462074,0.9817402,-11.115743,1.4872981,-8.50906,-0.93808126,19.844490424836295,13.98228579042467,18.327768719397437,18.29378598813355,18.102884231588334,22.494653230616002,33.93849162839243,actual_music\_AHorsewithNoName_America.mp3
Hotel California (2013 Remaster),Eagles,Hotel California - 2013 Remaster,https://p.scdn.co/mp3-preview/50e82c99c20ffa4223e82250605bbd8500cb3928?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:40riOy7x9W7GXjyGp4pjAv,Rock,0.00574,0.579,0.508,2,-9.484,1,0.027,0.000494,0.0575,0.609,147.125,391376,4,https://i.scdn.co/image/ab67616d00001e024637341b9f507521afa9a778,-77.63855,93.97152,-38.140293,40.09135,11.413393,13.898876,1.9855185,2.0109222,-6.4571257,-3.6159093,-5.904714,5.25134,-8.207587,-5.682408,-7.8597636,0.43424284,-6.20127,-3.2724738,-4.560482,3.162539,23.19608183374114,15.544874963937694,19.136834362566855,19.871778297611492,20.284597665619618,22.524998522645756,35.59061269632873,actual_music\_HotelCalifornia2013Remaster_Eagles.mp3
Toys In The Attic,Aerosmith,Sweet Emotion,https://p.scdn.co/mp3-preview/8d7338ca736693a3f145ef410d2050678a734dc2?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:24NwBd5vZ2CK8VOQVnqdxr,Rock,0.00298,0.38,0.76,9,-10.961,1,0.0378,0.0294,0.104,0.491,99.437,274133,4,https://i.scdn.co/image/ab67616d00001e029662c6535fb4bf5767e50f32,-39.224514,86.69234,-2.583586,35.96379,-3.7720368,10.653847,-2.4828336,17.192429,2.7959883,6.6055217,-4.1106405,4.747413,-2.5185504,4.217633,-4.2672668,2.1758757,-7.329485,0.03028369,-8.213036,-3.0992882,21.102217121283456,14.826006472766736,16.1790540698943,17.49105832794097,15.46973288703356,16.421089394219955,37.79699830081645,actual_music\_SweetEmotion_Aerosmith.mp3
The Cars,The Cars,Good Times Roll,https://p.scdn.co/mp3-preview/9c7fd93a74a6c47a6c8def7719f580d63b2f31e0?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:7hVhRCDV100Jq26NGR7adw,Rock,0.0951,0.607,0.662,4,-9.456,1,0.0278,8.27e-05,0.125,0.629,107.643,225853,4,https://i.scdn.co/image/ab67616d00001e0261e11cce99aab86cb1ce253b,-75.0828,76.049866,-12.683186,50.11059,-3.8492856,7.7249236,-0.7169851,9.937007,-3.0540063,1.2541549,-5.1592584,5.180286,-4.133123,-0.6952799,-6.077014,-0.829362,-7.4613667,1.1800765,-4.2226367,-2.1780846,20.80378778365301,16.845455574587643,19.31218564285636,19.526868224405618,19.19963029794864,20.07057158919647,36.75837499063784,actual_music\_GoodTimesRoll_TheCars.mp3
Hunting High and Low (Deluxe Edition),a-ha,Take on Me,https://p.scdn.co/mp3-preview/012aed9f86b683f934786bfb33eb6bed63e305f9?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:3YMTNzrRktpHDsi6OrmZNO,Rock,0.0118,0.526,0.931,6,-6.436,0,0.0473,0.00182,0.0537,0.81,169.422,228520,4,https://i.scdn.co/image/ab67616d00001e023a36dd2f63dfb1c73b483008,-39.436764,72.999214,-3.9396088,27.449902,0.7166443,16.360304,-1.9082626,12.143511,-5.3306313,9.947908,-2.3722897,6.02687,-4.544379,2.5927422,-1.338682,7.097526,-3.9025974,3.3869584,-4.572475,0.013140794,20.22612751410736,14.942257753211614,20.247699342138386,19.479793674619557,19.341940337641457,18.244614433036368,37.236495728005195,actual_music\_TakeonMe_aha.mp3
Born In The U.S.A.,Bruce Springsteen,Born in the U.S.A.,https://p.scdn.co/mp3-preview/3b6a5b917056de1d50b31687f48098b264c0f12b?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:0dOg1ySSI7NkpAe89Zo0b9,Rock,0.000373,0.398,0.952,4,-6.042,1,0.061,7.75e-05,0.1,0.584,122.093,278680,4,https://i.scdn.co/image/ab67616d00001e02a7865e686c36a4adda6c9978,3.4350936,58.788,-13.498213,33.95118,-1.4050272,12.369308,-0.3319719,13.061381,1.5866929,6.5426364,0.61121917,5.2811565,-2.8152587,2.195921,-4.314979,-0.03183706,-9.277089,0.5489923,-4.3838663,0.026276533,21.775671230454538,13.722840070051456,17.94829528021702,16.84993505416477,16.390610575015902,16.497282886585474,35.291587662633184,actual_music\_BornintheUSA_BruceSpringsteen.mp3
Born In The U.S.A.,Bruce Springsteen,Dancing In the Dark,https://p.scdn.co/mp3-preview/ca523bfc94766689529e443009bcec6b56cf8b6a?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:7FwBtcecmlpc1sLySPXeGE,Rock,0.0115,0.527,0.942,1,-5.64,0,0.0366,0.0,0.188,0.495,148.723,241307,4,https://i.scdn.co/image/ab67616d00001e02a7865e686c36a4adda6c9978,6.7693877,70.0451,-6.4445386,28.859278,4.222096,14.434774,-7.2757535,14.017793,-3.8944693,6.855821,1.5895981,0.048931204,-3.7024488,-1.0758481,-4.4830003,0.7251534,-6.423638,2.2893946,-0.34031063,1.7045233,21.466333383667383,15.160276249452775,17.528292230413253,17.4373618632521,17.382399063984163,17.110253733664322,34.60986711257724,actual_music\_DancingIntheDark_BruceSpringsteen.mp3
Bigger Than Both Of Us,Daryl Hall & John Oates,Rich Girl,https://p.scdn.co/mp3-preview/90fabcf68d0219dd17e5f5b4742bc524d738e5fb?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:0qRR9d89hIS0MHRkQ0ejxX,Rock,0.461,0.573,0.683,5,-6.644,1,0.176,0.0,0.0935,0.817,169.519,142787,4,https://i.scdn.co/image/ab67616d00001e023ebc5b9d8942069d3b920550,-35.367645,88.92084,-21.408556,17.829462,6.9697433,5.687246,4.060938,3.483912,-3.7522924,4.9314423,-1.4825629,2.8838851,-2.3806696,0.36987257,-3.134364,1.9391499,-9.570707,3.9430766,-4.8441415,1.8777623,21.22843962719909,15.548966909779313,19.436688137005028,19.043328619306,19.15969286511142,19.984663240619376,33.651463355688335,actual_music\_RichGirl_DarylHallJohnOates.mp3
Voices,Daryl Hall & John Oates,You Make My Dreams (Come True),https://p.scdn.co/mp3-preview/d5af9ffeba186e73211fb837827cc848b8fa536b?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4o6BgsqLIBViaGVbx5rbRk,Rock,0.234,0.751,0.501,5,-12.151,1,0.0551,0.112,0.0467,0.902,167.057,190627,4,https://i.scdn.co/image/ab67616d00001e02fe1a9aa59e3c6189a09ae37a,-122.88211,90.76496,-16.35131,21.060625,-2.267024,6.363678,-10.453154,3.2941442,-11.374209,-0.6062378,-7.684918,-4.188506,-7.5603647,-4.366398,-6.0606804,0.90872645,-12.213967,-1.1904639,-5.1387625,0.028113326,21.39861323831666,14.529666544015724,18.319312441050048,18.217085900189335,18.85777359276516,20.155749772051077,36.222206313036814,actual_music\_YouMakeMyDreamsComeTrue_DarylHallJohnOates.mp3
Sweet Dreams (Are Made Of This),Eurythmics,Sweet Dreams (Are Made of This) - Remastered,https://p.scdn.co/mp3-preview/a0caa6d6ecbb1ef76c09c82897e30f7208ba2734?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1TfqLAPs4K3s2rJMoCokcS,Rock,0.225,0.692,0.711,0,-7.498,0,0.0317,0.0,0.12,0.875,125.135,216933,4,https://i.scdn.co/image/ab67616d00001e02b3994c94dfb241923664bb4d,-42.80968,91.71457,-17.858423,24.541245,-4.3693976,9.95868,-5.862598,5.4921827,-6.841447,4.2345414,-7.5170565,4.6900754,-1.0091814,2.827553,-6.277275,-2.5480905,-8.237857,-1.4103644,-7.0837774,-0.32132462,21.65357031664214,18.53423769310909,20.57403025944,19.298254959485533,18.33800272536925,19.00297584381961,37.47252891071671,actual_music\_SweetDreamsAreMadeofThisRemastered_Eurythmics.mp3
Jackson Browne (Saturate Before Using),Jackson Browne,Doctor My Eyes,https://p.scdn.co/mp3-preview/34393a3e0f434d9936ad1bef4a65c1dbbb4c64fb?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:3QcuZo6WLcFkqqLmDs0d95,Rock,0.266,0.48,0.626,5,-8.406,1,0.0294,5.7e-05,0.0857,0.542,75.63,199907,4,https://i.scdn.co/image/ab67616d00001e02759f9719982a240d02539e38,-50.42848,108.66718,-19.960297,37.712605,2.8935618,14.96394,-3.5805457,8.325177,-1.8523588,2.2309132,-7.60874,5.6384196,-9.161141,-2.6886709,-1.6468664,2.1780648,-5.510089,3.8936763,-2.3070123,-2.1333704,21.51052227146572,14.819654782832403,19.330924774063593,18.85815707989949,19.3404560471635,21.488572796693514,39.51113449059735,actual_music\_DoctorMyEyes_JacksonBrowne.mp3
Escape,Journey,Don't Stop Believin',https://p.scdn.co/mp3-preview/21b9abd3cd2eea634e17a917196fdd5ba2e82670?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4bHsxqR3GMrXTxEPLuK5ue,Rock,0.127,0.5,0.748,4,-9.072,1,0.0363,0.0,0.447,0.514,118.852,250987,4,https://i.scdn.co/image/ab67616d00001e02c5653f9038e42efad2f8a266,-53.40186,89.29065,-10.606042,28.7584,-6.2393847,10.017341,-10.390158,3.8782034,-3.9488068,3.0403144,-6.4967422,1.5877062,-6.5873895,-2.6798031,-6.6822143,-4.039834,-7.726685,2.2094615,-3.004042,-0.6308341,22.5900528681269,14.010213515486589,17.954961388451128,18.24018909525327,17.747927329963463,17.921016590499512,34.84936619894313,actual_music\_DontStopBelievin_Journey.mp3
Boston,Boston,More Than a Feeling,https://p.scdn.co/mp3-preview/9e5ab3bf0f31e37001a94d7e1f92e3768d477ab8?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:1QEEqeFIZktqIpPI4jSVSF,Rock,0.00088,0.377,0.681,7,-8.039,1,0.0298,0.0023,0.0504,0.285,108.789,285133,4,https://i.scdn.co/image/ab67616d00001e0290ef9760e57fafd8f966d17a,-39.73551,95.74188,-24.476187,54.499348,-9.693238,5.112364,3.9842858,2.1611612,17.888584,9.465996,5.2095866,6.6692142,1.2390863,1.9776173,-3.972527,-3.503139,-7.001842,6.220436,6.37798,0.761865,19.70469374012904,15.68230077339062,20.64005976044596,19.147656454573184,18.729421430072957,24.894696961782593,37.3969637025182,actual_music\_MoreThanaFeeling_Boston.mp3
Departure,Journey,"Any Way You Want It - Live at Cobo Hall in Detroit, Michigan, August 1980",https://p.scdn.co/mp3-preview/1958083a802470daee3a9a0ed171d6a0ee3d9bc6?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:71SvEDmsOwIWw1IozsZoMA,Rock,0.00251,0.529,0.932,7,-7.501,1,0.0488,0.00109,0.136,0.571,138.158,201693,4,https://i.scdn.co/image/ab67616d00001e027e8045e318486885fe243817,-25.316225,68.42696,-19.497137,54.47759,-4.025869,6.358362,-6.557308,8.811303,0.20360251,6.463081,-10.6850195,0.13031317,-12.754293,-3.389876,-4.1489544,1.3266954,-8.5555315,-1.8692474,-7.491242,-4.025433,21.139740282613495,13.748177390626005,16.38903678408514,20.000313769087324,17.57122088437271,20.877412109776667,39.15829477591915,actual_music\_AnyWayYouWantItLiveatCoboHallinDetroitMichiganAugust1980_Journey.mp3
The Best Of Eddie Money,Eddie Money,Take Me Home Tonight,https://p.scdn.co/mp3-preview/2d9b0ee0d6536e655c6a100006569ef988681754?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:63diy8Bzm0pHMAU37By2Nh,Rock,0.118,0.622,0.845,1,-5.984,1,0.0324,0.0,0.0984,0.715,132.752,211467,4,https://i.scdn.co/image/ab67616d00001e0244fa9dc16ac2790d27e45364,-14.087425,73.15092,-5.961584,30.212727,2.1110787,6.299542,-3.8369987,6.408591,-1.6721407,4.0991597,1.837566,5.296978,-3.6473567,2.7085655,-0.54833615,0.91281724,-4.7766767,1.3458532,-4.1628914,0.46050838,20.60253610504454,14.549490676213392,17.32942363533608,17.639525358003926,17.35721586559561,17.517375830623365,34.90004242045101,actual_music\_TakeMeHomeTonight_EddieMoney.mp3
No Stranger to Shame,Uncle Kracker,Drift Away,https://p.scdn.co/mp3-preview/0d3af62a53bc736d98179ec04fd30beb5d344e0f?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:0RFgvrhkf9FiDRLA0BhzpZ,Rock,0.181,0.583,0.66,11,-5.078,1,0.0377,0.0,0.0979,0.861,151.956,255560,4,https://i.scdn.co/image/ab67616d00001e02efbcab3253cf66cc8ca42172,-100.1465,97.70329,6.282685,29.900034,11.352016,3.6218913,2.7637877,3.652885,-2.7355304,7.9971066,-0.41637313,7.852084,-2.1661034,4.7576613,-4.4385943,3.4255292,-7.0011086,-0.012792771,-3.766307,-0.91989195,17.106319296824747,15.806247824070235,20.65433309095431,19.216973784799464,18.802806831709134,19.327165817324584,33.45518877988051,actual_music\_DriftAway_UncleKracker.mp3
Seal,Seal,Kiss from a Rose,https://p.scdn.co/mp3-preview/829c43d9ebc35befea511e6009adf5a115eba387?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:3YKptz29AsOlm7WAVnztBh,Rock,0.684,0.584,0.533,10,-7.11,0,0.0305,0.0,0.306,0.224,131.745,288427,3,https://i.scdn.co/image/ab67616d00001e02419ef0b4e93476c41b7b3c89,-43.409607,109.38158,3.8903394,30.62458,-1.3673185,10.775213,-5.5367017,6.4375453,-0.7155976,11.424149,-0.4296206,2.9470055,-1.3957149,0.42873347,0.2289065,2.447232,-1.7173396,1.4103801,-1.4367898,-1.297312,19.65677221708263,15.80349115069846,20.51679173291435,20.628012222531147,20.068278275960974,19.95697152712682,36.00001754232355,actual_music\_KissfromaRose_Seal.mp3
Aerosmith,Aerosmith,Dream On,https://p.scdn.co/mp3-preview/4c7fea33f70ea10631656c9bccace988ee2aaa42?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5MxNLUsfh7uzROypsoO5qe,Rock,0.388,0.307,0.433,1,-10.057,1,0.029,9.08e-05,0.332,0.224,160.9,266960,4,https://i.scdn.co/image/ab67616d00001e02b11078ee23dcd99e085ac33e,-64.96234,107.22395,-31.273462,41.685116,-1.1019591,6.5562515,-2.3410273,5.6742024,-6.7587695,8.188229,-4.441552,2.443621,-2.4790065,-3.7791204,-3.4400513,-2.2435691,-5.880682,0.2098917,0.42257982,3.3471904,22.67885534732578,14.907145929316476,19.308504495709222,18.504309639346985,18.687010791328333,21.693274865252988,38.60197570383867,actual_music\_DreamOn_Aerosmith.mp3
Leftoverture (Expanded Edition),Kansas,Carry on Wayward Son,https://p.scdn.co/mp3-preview/951462307c09a20ad6ce72f5eabda3319482f57f?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4DMKwE2E2iYDKY01C335Uw,Rock,0.00321,0.482,0.786,7,-5.735,1,0.032,8.88e-05,0.446,0.793,126.755,323000,4,https://i.scdn.co/image/ab67616d00001e021be40e44db112e123e5e8b51,-22.98548,72.36314,-3.2715218,25.372478,7.8015566,10.971582,2.3725297,8.916548,3.0178988,10.187078,1.1485423,0.7493753,-2.4808846,-1.1456108,-4.176347,0.44262365,-6.8870583,2.3585503,-5.2909827,2.5893748,22.122197562760952,16.050678837678674,19.074703125850288,18.55010196791004,18.684081917008715,18.787648571839917,35.99293177585261,actual_music\_CarryonWaywardSon_Kansas.mp3
Blowin' Your Mind!,Van Morrison,Brown Eyed Girl,https://p.scdn.co/mp3-preview/8b63694ec108a4bb5e7d00ff63824be6357ef730?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:3yrSvpt2l1xhsV9Em88Pul,Rock,0.185,0.491,0.583,7,-10.964,1,0.0376,0.0,0.406,0.908,150.566,183307,4,https://i.scdn.co/image/ab67616d00001e023f29a976eea00141514ab936,-91.62105,68.98088,17.46616,25.070799,3.3564067,18.098375,-1.1055973,11.419005,-2.3794818,8.42055,-5.7613554,1.7243843,-10.11804,6.7416887,-9.11682,2.2460873,-10.765795,5.9880943,-4.9108524,-1.8828939,20.673305709724676,15.732244606928399,18.397062657665128,18.965609775923266,19.367927643028278,18.71012886322528,41.30399968670169,actual_music\_BrownEyedGirl_VanMorrison.mp3
The Cars,The Cars,Just What I Needed,https://p.scdn.co/mp3-preview/cb5ff40f2a48840a3e8f9b7c12b902cd9f955d79?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4alHo6RGd0D3OUbTPExTHN,Rock,0.0152,0.619,0.579,4,-9.307,1,0.0473,6.4e-05,0.0858,0.69,127.224,225627,4,https://i.scdn.co/image/ab67616d00001e0261e11cce99aab86cb1ce253b,-54.79605,67.193825,-10.686011,51.80164,0.28476176,4.726051,-1.1746646,9.680444,-4.737377,3.451821,-8.643069,2.6956527,-7.573347,-8.171538,-7.252802,-0.7325032,-11.310702,0.82225883,-5.8240156,-3.7935326,23.202951781538907,15.3618424105226,18.172443675487294,17.70173631652325,17.629539634353854,19.216137011599784,35.26492100079951,actual_music\_JustWhatINeeded_TheCars.mp3
Eagles (2013 Remaster),Eagles,Take It Easy - 2013 Remaster,https://p.scdn.co/mp3-preview/1dde876336ceab70ad0bbf832a3feff49783c3ea?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4yugZvBYaoREkJKtbG08Qr,Rock,0.343,0.575,0.67,7,-10.39,1,0.0318,4.95e-06,0.129,0.74,139.191,211578,4,https://i.scdn.co/image/ab67616d00001e02c13acd642ba9f6f5f127aa1b,-79.26719,111.430695,-4.954702,38.66704,-3.7577963,-1.6264645,5.005559,7.5474887,-7.9186535,9.9869375,-2.5367315,3.5864077,-6.582658,-2.141148,1.3758913,9.631728,-6.184178,-0.17460495,0.7823485,1.1171427,21.89344773602283,16.298344678296946,19.332337725367957,19.80187110616418,20.487826477519903,24.30966822249293,36.65735806830929,actual_music\_TakeItEasy2013Remaster_Eagles.mp3
Play Deep,The Outfield,Your Love,https://p.scdn.co/mp3-preview/4f5a5a4f0333addbb048e2781f3daa1e5df74855?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:4oDZ5L8izBals6jKBJDBcX,Rock,0.121,0.579,0.654,1,-12.421,0,0.0553,3.62e-06,0.0673,0.616,129.537,216467,4,https://i.scdn.co/image/ab67616d00001e02d8b8307316208d35b9d7094d,-72.98047,74.32816,-21.649755,31.490028,1.1348299,1.090341,-12.489406,4.0181603,-10.0009985,4.342589,-1.5016133,4.75175,-7.691999,-3.0346284,-8.609714,-2.4539013,-10.161409,1.9155322,-1.0489849,2.5371828,18.37963246270705,15.139074811452325,18.632882287967142,19.67092557569306,19.18639556886275,18.446646119183196,35.1152649092771,actual_music\_YourLove_TheOutfield.mp3
Pillow Lips,Modern English,I Melt With You - Rerecorded,https://p.scdn.co/mp3-preview/ee6212e60b6f7a2f7b598ae7e00433fbaefcdf84?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:78ocJAEFOYKVjYgXZ8fggD,Rock,0.00223,0.53,0.647,0,-11.221,1,0.0327,0.485,0.454,0.726,154.818,235933,4,https://i.scdn.co/image/ab67616d00001e02a6cbead833a26c05fdcfdbc8,-68.26866,97.998566,-27.077194,30.258675,6.3561897,15.701896,0.37562454,10.717491,-2.3098996,10.65988,-0.8411754,6.5241184,0.048877727,3.038832,-3.1328661,1.625073,-9.308699,0.18393625,-5.1789503,-1.0907547,19.158057482443017,16.208443292662434,18.38770465787452,18.724119700387643,19.341743417579288,19.036392437241044,38.0324290845009,actual_music\_IMeltWithYouRerecorded_ModernEnglish.mp3
What I Like About You (And Other Romantic Hits),The Romantics,What I Like About You,https://p.scdn.co/mp3-preview/d4373b07139062cfe1c5d40f21250a9118e9f12a?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:6NdcSEhpGGAYXNnnhGS2s6,Rock,0.319,0.542,0.915,9,-9.637,1,0.0549,5.34e-05,0.171,0.92,159.81,175400,4,https://i.scdn.co/image/ab67616d00001e02058ddb36033c3ed71aeef22a,-39.22909,47.222828,-23.807882,37.289177,-4.9118295,4.393251,-7.2792416,6.082907,-1.8374599,5.603919,-6.184337,-0.58271945,-7.929078,-0.3097016,-6.908004,-2.5356245,-3.1708758,1.278472,-3.348578,-0.027280211,20.79996703239881,13.570620812648054,16.71624136631982,17.882867874570778,16.469154050331877,17.97235627123016,38.16098113397028,actual_music\_WhatILikeAboutYou_TheRomantics.mp3
Wheels Are Turnin',REO Speedwagon,Can't Fight This Feeling,https://p.scdn.co/mp3-preview/34107844d1c3f3947321f6a13efe2ce763e7a8a0?cid=5df696031fe04b50b2bd7b434a7be855,spotify:track:5WwqdeavrQrbeAMDxGawse,Rock,0.155,0.408,0.48,9,-11.017,1,0.0266,1.82e-05,0.0877,0.19,156.344,294773,4,https://i.scdn.co/image/ab67616d00001e02b815265c56ecfa5136a4015d,-49.07881,73.693184,-13.61866,24.344816,-3.081651,6.334043,4.343156,2.4808018,-3.6852512,9.383477,-3.8713024,4.591191,-1.0156528,1.2449993,-4.8805356,0.29875734,-1.7307513,2.8802285,-0.76426363,0.48944777,22.328148937672058,15.806961737144485,20.633043278014107,20.296095193781817,18.266117832307227,19.868233676099347,34.51989697978443,actual_music\_CantFightThisFeeling_REOSpeedwagon.mp3
